ID,Category,Price,Size,State,Brand,Colors,Amount_Of_Pictures,Ratio
837728588,Dress,35.0,XS / 34 / 6,Very good,Cubus,Grey,3,inf
819935924,Top,7.0,S / 36 / 8,Very good,Zara,Black,2,16.303571428571427
819903898,Mens Sweater,25.0,S,Very good,Timberland,Grey,3,14.0
818757479,Jewellery,80.0,18.5 mm ,Very good,Swarovski,Silver,3,28.128205128205128
846771711,Jacket,285.0,M / 38 / 10,Good,Max Mara,Brown,14,55.6
846750261,Coat,115.0,M / 38 / 10,New without tags,Vintage,Red,15,9.875
846733838,Jacket,95.0,M / 38 / 10,Very good,Max Mara,Khaki,12,12.11111111111111
845404753,Jacket,45.0,M / 38 / 10,Very good,Max Mara,Beige,7,28.0
821075721,Jacket,55.0,S / 36 / 8,Very good,Vintage,Black,9,16.0
846761256,Coat,79.0,M / 38 / 10,Very good,Max Mara,Brown,9,10.46875
846726411,Jacket,85.0,S / 36 / 8,Very good,Céline,Green,8,25.833333333333332
842819765,Pants,39.0,S / 36 / 8,Good,Max Mara,Grey,7,19.705882352941178
820241279,Coat,55.0,S / 36 / 8,Very good,Vintage,Black,5,96.2
852185262,Coat,115.0,L / 40 / 12,Very good,Max Mara,Brown,8,154.33333333333334
842850671,Jacket,60.0,S / 36 / 8,Very good,Vintage,Brown,5,16.533333333333335
823901065,Jacket,470.0,XS / 34 / 6,Very good,Max Mara,Black,11,18.45945945945946
848827787,Jacket,95.0,L / 40 / 12,Very good,Max Mara,Purple,9,37.5
832045118,Suit,45.0,S / 36 / 8,Very good,Vintage,Grey,7,10.322222222222223
812862798,Jacket,295.0,S / 36 / 8,Good,Max Mara,Brown,7,24.04
827649219,Blouse,45.0,M / 38 / 10,Very good,Max Mara,Cream,6,11.71875
832707919,Jacket,380.0,M / 38 / 10,Very good,Max Mara,Brown,11,19.23076923076923
832643078,Pants,35.0,XS / 34 / 6,Very good,Max Mara,Grey,7,10.666666666666666
832614961,Pants,55.0,S / 36 / 8,Very good,Max Mara,Rose,5,12.38888888888889
832612497,Pants,55.0,XS / 34 / 6,Very good,Max Mara,Rose,6,15.5
832610195,Coat,135.0,S / 36 / 8,Very good,Max Mara,Yellow,9,2.5
820192011,Pants,35.0,XS / 34 / 6,Very good,Vintage,Black,8,21.636363636363637
817511015,Jacket,131.0,S / 36 / 8,Good,Dior,Grey,13,15.9
812824073,Jacket,55.0,S / 36 / 8,Very good,Max Mara,Beige,4,10.4
803997982,Cardigan,95.0,One size,Very good,Givenchy,Yellow,5,32.125
803984302,Blouse,45.0,One size,Good,Max Mara,Yellow,7,5.777777777777778
804934238,Sweater,29.0,XS / 34 / 6,Very good,Vintage,White,4,4.60655737704918
780751219,Top,29.0,S / 36 / 8,Very good,Vintage,Turquoise,3,12.857142857142858
777125243,Pants,85.0,XS / 34 / 6,Very good,Max Mara,Beige,6,6.63855421686747
763865283,Accessory,19.0,,New with tags,the avocado sock,Green,3,23.235294117647058
760503566,Jacket,35.0,M / 38 / 10,Good,Thierry Mugler,Black,10,179.0
758001618,Jewellery,65.0,,Very good,Vintage,White,3,48.2
751936796,Heels,255.0,37,New with tags,Viktor & Rolf,Black,4,33.333333333333336
842225849,Skirt,25.0,S / 36 / 8,New without tags,Stradivarius,Black,5,51.0
841777130,Pants,18.0,S / 36 / 8,New without tags,Zaful,Brown,5,6.222222222222222
841732491,Top,20.0,S / 36 / 8,New without tags,SheInside,Black,5,4.25
841725161,Sweater,10.0,S / 36 / 8,Very good,lefties,Grey,5,4.5
841719995,Blouse,30.0,S / 36 / 8,New without tags,ASOS,Lilac,6,17.0
819067071,Sweater,18.0,M / 38 / 10,Very good,LOLITA S&L,Light blue,6,28.0
819059253,Dress,30.0,S / 36 / 8,New with tags,Inside,Black,7,23.8
817692355,Jeans,22.0,S / 36 / 8,New with tags,Molly Bracken,Black,8,24.75
803731499,Suit,20.0,M / 38 / 10,New without tags,SheInside,Black,3,11.695652173913043
800723237,Skirt,20.0,S / 36 / 8,New with tags,Inside,Black,6,32.333333333333336
797585889,Pajamas,20.0,S / 36 / 8,New without tags,Dolce D’amore,Rose,7,269.0
794463292,Makeup,20.0,,New with tags,Pixi,,4,7.375
794454068,Makeup,32.0,,New with tags,mudmasky,,5,inf
788564825,Athletic Wear,18.0,S / 36 / 8,New without tags,Molly Bracken,Grey,7,34.266666666666666
787647928,Accessory,8.0,,New with tags,Sonix,Multi,3,35.0
787647332,Accessory,12.0,,New with tags,Sonix,Black,7,8.2
784389872,Dress,28.0,S / 36 / 8,New without tags,Urban Outfitters,Black,4,15.0
776167330,Jacket,40.0,XS / 34 / 6,Very good,NA-KD,Burgundy,7,20.4
776161066,Pants,14.0,S / 36 / 8,Very good,Inside,Black,6,45.0
776137416,Boots,14.0,38,Good,Mimao,Black,7,26.88888888888889
607233849,Shoes,30.0,38,New with tags,JustFab,Brown,5,12.4
746372278,Accessory,6.0,,New with tags,la casa de las carcasas,Blue,5,36.5
745268797,Makeup,12.0,,New with tags,Pixi,,3,12.75
739839255,Dress,25.0,XS / 34 / 6,New without tags,Molly Bracken,Black,9,52.42857142857143
736008262,Pants,10.0,S / 36 / 8,Very good,Inside,Black,6,inf
732312333,Pants,18.0,S / 36 / 8,New with tags,Inside,Grey,7,19.0
732266531,Pants,16.0,S / 36 / 8,New without tags,Pull & Bear,Black,7,11.6
688501634,Heels,8.0,38,Good,lefties,Black,4,44.0
687678711,Mens Top,26.0,M,New with tags,Compania Fantastica,Green,5,6.384615384615385
684976519,Hat,7.0,,New without tags,ASOS,Rose,5,7.333333333333333
684819500,Skirt,20.0,S / 36 / 8,New without tags,The desire shop,Black,5,10.0
678670608,Blouse,18.0,M / 38 / 10,New without tags,Urban Outfitters,Black,6,15.1
672085657,Pants,12.0,S / 36 / 8,New with tags,Zaful,Green,8,16.153846153846153
669485253,Sweater,28.0,S / 36 / 8,New without tags,sixames,Multi,4,9.6
656046772,Pants,15.0,S / 36 / 8,New with tags,Inside,Black,7,37.75
653113735,Top,12.0,S / 36 / 8,New with tags,Inside,Blue,4,36.0
643587859,Accessory,5.0,,New without tags,PEPE MOLL,Black,4,6.25
643582378,Jewellery,18.0,,New with tags,Vicente Vidal,Gold,3,11.333333333333334
640405478,Jeans,16.0,XS / 34 / 6,New without tags,Pull & Bear,Blue,5,56.0
640401050,Jeans,8.0,XS / 34 / 6,Very good,Pull & Bear,Light blue,5,43.705882352941174
635018942,Shoes,18.0,38,Very good,JustFab,Black,4,7.75
635010473,Top,6.0,S / 36 / 8,New with tags,Inside,Brown,6,9.166666666666666
632329439,Blouse,20.0,S / 36 / 8,New with tags,NA-KD,Black,6,12.9375
631460624,Dress,15.0,One size,Very good,i saw it first,Brown,7,22.733333333333334
631457629,Blouse,10.0,S / 36 / 8,New without tags,Mango,Black,5,14.4
631079227,Top,14.0,S / 36 / 8,New without tags,Pull & Bear,Lilac,4,4.289156626506024
628260840,Top,12.0,M / 38 / 10,New with tags,Inside,Black,6,9.333333333333334
623150115,Dress,18.0,S / 36 / 8,New with tags,Zaful,White,7,26.6
621040548,Swimsuit,8.0,S / 36 / 8,New without tags,Zaful,Blue,9,6.333333333333333
621036612,Heels,6.0,38,Satisfactory,Refresh,Brown,6,13.333333333333334
621032986,Bag,4.0,,New without tags,SheInside,Purple,5,inf
621030480,Shorts,7.0,S / 36 / 8,New without tags,Inside,White,5,inf
621027496,Dress,6.0,S / 36 / 8,New without tags,SheInside,Grey,5,34.0
621022598,Pajamas,5.0,S / 36 / 8,Very good,Inside,Grey,7,10.0
618345356,Sweater,11.0,One size,New with tags,veneno,White,6,11.933333333333334
560369874,Sweater,130.0,L / 40 / 12,New without tags,Adidas,White,6,43.714285714285715
613770808,Dress,6.0,S / 36 / 8,New without tags,Boohoo,Black,5,inf
613762178,Blouse,8.0,L / 40 / 12,New without tags,La Morena,Red,6,10.666666666666666
613496490,Sneakers,36.0,38,Very good,Vans,Grey,7,12.3
613494107,Shoes,11.0,38,Good,Pull & Bear,Black,5,3.7096774193548385
612447466,Accessory,6.0,,New without tags,Pull & Bear,Lilac,4,4.625
610872468,Jeans,10.0,S / 36 / 8,Very good,Inside,Blue,8,202.0
610859630,Jeans,8.0,XS / 34 / 6,Very good,JustFab,Blue,6,87.5
606685075,Pants,5.0,S / 36 / 8,Good,Shana,Rose,5,152.0
606387039,Top,18.0,S / 36 / 8,New without tags,showpo,Black,7,12.444444444444445
603044623,Jewellery,4.0,,New without tags,anartxy,Green,4,3.3333333333333335
598624743,Bag,5.0,,New without tags,JustFab,Beige,4,18.5
598619542,Shorts,10.0,S / 36 / 8,New without tags,Zaful,Blue,5,19.88888888888889
598613447,Top,10.0,S / 36 / 8,New without tags,Inside,Black,5,25.0
598610397,Bag,8.0,,New with tags,Miniso,Pink,4,inf
595170033,Dress,12.0,S / 36 / 8,New without tags,SheInside,Green,9,10.1875
594784089,Top,7.5,One size,New with tags,Zaful,Red,7,15.6
585505505,Jewellery,3.0,,New without tags,ASOS,Blue,4,inf
585503940,Jewellery,4.0,,Very good,Vesiica,Gold,3,12.5
581156005,Jewellery,6.0,,New with tags,Vintage,Gold,2,18.666666666666668
570527071,Top,10.0,S / 36 / 8,New without tags,ASOS,Black,5,14.0
570525101,Top,6.5,S / 36 / 8,New without tags,ASOS,White,3,3.8518518518518516
570524440,Suit,14.0,S / 36 / 8,New without tags,SheInside,Lilac,7,14.38888888888889
568244700,Shoes,25.0,37,Very good,sixtyseven,Beige,6,10.090909090909092
565825667,Swimsuit,6.0,S / 36 / 8,New with tags,Inside,Silver,3,13.857142857142858
565823882,Swimsuit,9.0,M / 38 / 10,New with tags,Inside,Silver,3,18.0
559701389,Top,10.0,S / 36 / 8,New without tags,Shana,Black,5,7.333333333333333
559698215,Blouse,15.0,L / 40 / 12,New without tags,Compania Fantastica,Red,4,10.666666666666666
555707599,Blouse,12.0,S / 36 / 8,New without tags,Quiz,Black,4,15.8
553309995,Top,8.0,M / 38 / 10,Very good,,White,7,14.4
553305989,Top,5.5,S / 36 / 8,Very good,Zaful,Pink,4,8.133333333333333
553254134,Sneakers,15.0,37,Satisfactory,VAS,Grey,8,73.0
539835932,Jeans,8.0,XS / 34 / 6,Very good,Mango,White,7,26.5
539790309,Dress,8.0,S / 36 / 8,New without tags,SheInside,Black,5,9.615384615384615
528717299,Bag,14.0,,New without tags,bosanova,Brown,5,20.833333333333332
526010363,Swimsuit,10.0,S / 36 / 8,New without tags,Shein,Yellow,8,126.0
525784272,Bag,4.5,,Very good,Bershka,Black,6,30.666666666666668
525649880,Dress,12.0,S / 36 / 8,New with tags,Zaful,White,9,13.625
521419397,Makeup,2.0,,New with tags,Miss cop,,5,41.0
514588235,Blouse,12.0,S / 36 / 8,New without tags,Venca,Pink,6,8.2
512547097,Jewellery,2.5,,New with tags,Inside,Gold,3,17.5
837276958,Bag,25.0,,New without tags,gussaci,White,7,6.035714285714286
837257755,Blouse,22.0,XS / 34 / 6,New without tags,Vintage,Black,3,0.9743589743589743
840813637,Bag,20.0,,Very good,,Brown,4,4.130434782608695
828598689,Cardigan,15.0,XS / 34 / 6,New without tags,Vintage,Blue,3,3.0689655172413794
801764471,Top,21.0,M / 38 / 10,New without tags,,White,4,14.583333333333334
783929724,Top,10.0,XS / 34 / 6,New without tags,Monki,Black,4,12.333333333333334
850823506,Blouse,17.5,M / 38 / 10,Very good,Vintage,Rose,10,inf
850819688,Cardigan,24.0,S / 36 / 8,Very good,Vintage,Black,10,inf
850806148,Jacket,24.0,S / 36 / 8,Very good,Vintage,Blue,8,23.0
850801090,Pants,17.0,S / 36 / 8,Very good,oui,Multi,12,39.0
850796871,Blouse,29.0,S / 36 / 8,Good,Vintage,Burgundy,8,31.0
850790384,Mens Sweater,34.0,S,Very good,Vintage,Grey,7,10.333333333333334
850783313,Dress,24.0,S / 36 / 8,Very good,Vintage,Black,7,inf
850778325,Cardigan,34.0,L / 40 / 12,Very good,Vintage,Grey,10,8.333333333333334
850543666,Sweater,39.0,L / 40 / 12,Very good,Vintage,Red,12,17.4
850508483,Blouse,30.0,M / 38 / 10,Very good,Vintage,Multi,5,19.0
850481172,Sweater,34.0,M / 38 / 10,Very good,Vintage,Brown,11,2.9655172413793105
850474466,Jacket,95.0,L / 40 / 12,Very good,Vintage,Brown,11,54.0
850450321,Cardigan,36.0,S / 36 / 8,Very good,Vintage,Pink,9,6.181818181818182
850442994,Top,24.0,One size,Very good,Vintage,Black,3,inf
850437015,Coat,65.0,L / 40 / 12,Very good,Vintage,Burgundy,6,9.428571428571429
838208971,Dress,27.0,M / 38 / 10,Very good,Vintage,Grey,10,inf
838203931,Sweater,19.0,S / 36 / 8,Very good,Vintage,Grey,7,5.0
838198463,Blouse,24.0,M / 38 / 10,Very good,Vintage,Black,10,39.0
838194860,Blouse,19.0,M / 38 / 10,Very good,Vintage,Black,6,39.0
838188803,Suit,39.0,M / 38 / 10,Very good,Vintage,Brown,12,10.5
838182708,Cardigan,29.0,M / 38 / 10,Very good,Vintage,Beige,8,16.5
838176767,Blouse,19.0,M / 38 / 10,Good,Vintage,Pink,11,17.6
838111530,Cardigan,24.0,L / 40 / 12,Very good,Giorgio Bagioli,Red,11,inf
838082033,Sweater,24.0,S / 36 / 8,Good,Vintage,Brown,11,14.25
837982770,Blouse,24.0,M / 38 / 10,Very good,Vintage,Black,11,5.25
837924510,Accessory,5.0,,Good,Onbekend,Red,7,16.5
837903418,Accessory,5.0,,Good,Onbekend,White,7,inf
827687607,Cardigan,29.0,L / 40 / 12,Very good,Vintage,Grey,9,inf
827651316,Jacket,39.0,S / 36 / 8,Very good,Vintage,Black,10,33.0
827649952,Sweater,24.0,S / 36 / 8,Very good,Vintage,Black,5,17.428571428571427
825634003,Mens Sweater,24.0,M,Very good,Vintage,Black,9,8.0
825628658,Pants,9.5,S / 36 / 8,Good,SCOTCH & SODA,Black,6,17.333333333333332
825625732,Dress,19.95,L / 40 / 12,Very good,Vintage,Black,6,17.75
825568752,Blouse,19.0,M / 38 / 10,Very good,Vintage,Black,11,9.0
825559197,Top,9.95,S / 36 / 8,Very good,Vintage,Black,9,inf
825552679,Top,17.5,M / 38 / 10,Very good,Vintage,Black,11,14.5
825546945,Jacket,29.0,L / 40 / 12,Satisfactory,Vintage,Beige,14,8.923076923076923
807771425,Jacket,17.5,S / 36 / 8,Very good,Vintage,Black,8,19.555555555555557
798007262,Cardigan,9.95,M / 38 / 10,Good,Vintage,Black,7,12.666666666666666
797964754,Blouse,19.0,L / 40 / 12,Very good,Vintage,Rose,7,12.692307692307692
817626288,Cardigan,14.95,M / 38 / 10,Very good,Vintage,Red,10,10.0
817613234,Sweater,14.95,M / 38 / 10,Good,Vintage,Purple,9,6.375
817610785,Cardigan,14.95,M / 38 / 10,Very good,Vintage,Blue,9,18.5
817603315,Suit,12.5,S / 36 / 8,Very good,Vintage,Black,4,20.0
807741843,Blouse,17.5,M / 38 / 10,Very good,Vintage,Brown,6,20.666666666666668
807745980,Dress,19.0,XS / 34 / 6,Good,Vintage,Pink,9,20.2
807734525,Blouse,14.95,S / 36 / 8,Very good,Vintage,Rose,3,6.875
807724048,Blouse,14.5,S / 36 / 8,Very good,Vintage,Black,9,15.8
807701829,Top,14.5,M / 38 / 10,Very good,Vintage,Multi,9,12.6
807696291,Dress,14.5,S / 36 / 8,Very good,Vintage,Purple,11,17.666666666666668
807687919,Bag,9.95,,Very good,Vintage,Black,8,8.5
798013987,Bag,9.95,,Very good,Vintage,White,6,7.6
797990549,Blouse,9.5,L / 40 / 12,Very good,Vintage,Lilac,6,9.352941176470589
797987303,Bag,14.95,,Very good,Vintage,Black,9,18.4
787507682,Jacket,20.0,XS / 34 / 6,Good,Vintage,Brown,8,13.1
785350233,Top,14.5,M / 38 / 10,Very good,Vintage,Brown,3,17.125
768356826,Top,14.5,S / 36 / 8,Very good,Vintage,Brown,7,24.333333333333332
686288304,Skirt,14.0,M / 38 / 10,Very good,Vintage,Brown,11,59.5
722444275,Blouse,9.95,S / 36 / 8,Very good,Vintage,Grey,11,11.0
815904876,Bag,14.95,,Very good,Onbekend,Pink,7,8.333333333333334
794909872,Blouse,34.95,XL / 42 / 14,Very good,Vintage,Black,10,37.666666666666664
780311349,Jewellery,14.95,17.7 mm ,New without tags,Vintage,Silver,5,11.583333333333334
687931251,Pants,7.5,S / 36 / 8,New without tags,C&A,Green,7,1.6
682396025,Jacket,39.95,M / 38 / 10,New without tags,Vintage,Black,9,64.75
466010275,Athletic Wear,4.0,M / 38 / 10,Very good,Onbekend,Grey,7,44.75
842624791,Jewellery,19.95,,New without tags,Lucardi,Silver,2,11.1
826317033,Blouse,12.5,M / 38 / 10,Very good,Didi,Grey,7,15.0
826310396,Blouse,14.95,L / 40 / 12,Very good,bloomings amsterdam,Black,7,27.5
466019955,Jacket,3.0,M / 38 / 10,Very good,Hema,Blue,10,60.6
826395969,Cardigan,19.95,L / 40 / 12,Very good,Vintage,Blue,8,78.0
826386148,Bag,29.95,,Very good,Nobile,Black,5,11.9
811666949,Bag,14.95,,New without tags,Vintage,Brown,7,6.37037037037037
843407612,Accessory,4.0,,New without tags,Logo,Beige,2,7.5
815833565,Sweater,19.95,M / 38 / 10,New without tags,,Cream,9,1.0
794552019,Suit,14.95,M / 38 / 10,Very good,Amisu,Black,10,40.18181818181818
826327682,Blouse,14.95,M / 38 / 10,Very good,Aaiko,Black,7,27.0
815992737,Jewellery,3.0,,Very good,SIX,Silver,3,inf
826392759,Jewellery,4.0,,Very good,Boetiek,Grey,2,inf
815964243,Jewellery,2.0,,Very good,Onbekend,Grey,3,inf
684389519,Blouse,19.95,S / 36 / 8,Very good,Vintage,Black,8,57.0
780975300,Accessory,2.5,,New without tags,Boozyshop,Cream,1,20.0
766207150,Blouse,9.95,M / 38 / 10,Very good,Pins and Needles,Rose,8,27.333333333333332
766193378,Blouse,19.95,L / 40 / 12,New without tags,Seul,Beige,6,11.333333333333334
749970574,Sneakers,44.95,37,Very good,ishu,Grey,7,73.0
764994875,Homeware,9.95,,New without tags,handmade,Pink,7,8.222222222222221
749977089,Homeware,2.0,,New without tags,Vintage,White,1,8.285714285714286
724334059,Blouse,7.5,M / 38 / 10,Very good,Onbekend,White,7,18.5
687921514,Suit,3.0,S / 36 / 8,Very good,Onbekend,Black,2,46.0
684382668,Blouse,14.95,XS / 34 / 6,Very good,Vintage,Multi,6,21.75
650893249,Jewellery,3.0,,Very good,H&M,Blue,3,20.5
465984025,Mens Top,7.5,M,Very good,Didi,Red,13,26.0
850310075,Coat,25.0,L / 40 / 12,Very good,Vintage,Black,5,7.269230769230769
850288066,Cardigan,8.0,M / 38 / 10,Very good,Bershka,Brown,5,26.5
847694825,Suit,35.0,L / 40 / 12,Very good,Vintage,Grey,6,6.083333333333333
846369799,Bag,6.0,,Very good,Nine West,Black,2,2.0
846369489,Bag,6.0,,Very good,Bershka,Black,1,5.333333333333333
846365188,Bag,12.0,,Very good,Vintage,Brown,2,2.297872340425532
830327485,Hat,8.5,,Very good,Vintage,Black,2,7.0
830282916,Bag,10.0,,Very good,Vintage,Black,2,1.8837209302325582
830273489,Bag,10.0,,Very good,Vintage,Green,2,4.8
830255720,Top,18.5,M / 38 / 10,Very good,kappa,Black,5,8.5
830249602,Top,12.0,M / 38 / 10,Very good,Sisley,Pink,4,9.2
830240318,Bag,12.0,,Very good,Vintage,Pink,2,7.416666666666667
811156078,Top,10.0,S / 36 / 8,Very good,Hollister,Blue,6,7.733333333333333
811139687,Jeans,18.5,M / 38 / 10,Very good,Vintage,Blue,5,8.472
803224597,Top,10.0,M / 38 / 10,Very good,Vintage,Red,5,15.428571428571429
797161358,Pants,15.0,M / 38 / 10,Very good,pierre cardin,Brown,6,9.246575342465754
797139955,Top,7.0,L / 40 / 12,Very good,Vintage,Yellow,6,11.736842105263158
697432516,Top,6.0,XS / 34 / 6,New with tags,H&M,Green,6,14.571428571428571
459186213,Sweater,3.0,S / 36 / 8,Very good,Pull & Bear,Red,6,26.5
835312838,Sweater,10.0,M / 38 / 10,Very good,Zara,Grey,3,5.8
826742869,Sweater,13.0,M / 38 / 10,Very good,Vintage,Red,3,6.75
758414701,Skirt,7.0,M / 38 / 10,New without tags,Topshop,Burgundy,3,6.285714285714286
758408241,Top,7.0,M / 38 / 10,Very good,Zara,Black,6,inf
758398344,Top,6.0,M / 38 / 10,Very good,Zara,Black,3,13.5
758392508,Jeans,9.0,M / 38 / 10,Very good,Zara,Black,4,30.0
758381661,Pants,8.0,M / 38 / 10,Very good,Pull & Bear,Pink,3,8.875
734091818,Blouse,8.0,M / 38 / 10,Very good,Zara,Blue,5,10.375
734062155,Top,8.0,M / 38 / 10,New without tags,ASOS,Blue,6,14.0
734027151,Blouse,6.5,M / 38 / 10,New without tags,Vintage,Pink,4,10.44
791646815,Underwear,12.0,L / 40 / 12,New with tags,Passionata,Rose,2,103.5
791641705,Underwear,18.0,75D,New with tags,Passionata,Blue,3,8.0
791637746,Underwear,12.0,L / 40 / 12,New with tags,Passionata,Rose,4,inf
774972289,Underwear,35.0,M / 38 / 10,New without tags,andres,Green,5,11.0
781421807,Accessory,10.0,,New with tags,Passionata,White,2,68.33333333333333
781397551,Underwear,15.0,75B,New with tags,Marie Jo,Pink,6,6.8
781371792,Underwear,15.0,70D,New with tags,Passionata,Grey,5,11.75
781353097,Underwear,22.0,70C,New with tags,Passionata,Grey,9,31.666666666666668
781333986,Underwear,12.0,Other,New with tags,Passionata,Cream,3,33.0
780871968,Underwear,15.0,70C,New with tags,Passionata,Pink,6,16.0
780863124,Underwear,15.0,80A & AA,New with tags,Passionata,Black,4,12.5
780854250,Underwear,18.0,75B,New with tags,Marie Jo,Burgundy,6,11.333333333333334
780849105,Accessory,22.0,,New with tags,Marie Jo,Beige,4,18.0
780120934,Underwear,12.0,70B,New with tags,Passionata,Orange,6,13.0
780109961,Underwear,13.0,70A & AA,New with tags,Passionata,Red,9,14.666666666666666
779866688,Underwear,13.0,70C,New with tags,Passionata,Turquoise,5,34.0
779292586,Underwear,12.0,Other,New with tags,Passionata,Black,4,11.333333333333334
779273822,Underwear,12.0,Other,New with tags,Passionata,Beige,4,31.0
727123830,Underwear,40.0,L / 40 / 12,New with tags,Prima Donna,Multi,5,25.46153846153846
741514182,Jewellery,10.0,,New with tags,stainless steel,Gold,2,47.0
741500035,Jewellery,10.0,,New with tags,stainless steel,Gold,1,47.0
741486072,Jewellery,10.0,,New with tags,stainless steel,Silver,2,47.0
754140784,Jewellery,10.0,,New with tags,stainless steel,Gold,2,47.0
727225274,Underwear,40.0,L / 40 / 12,New with tags,Prima Donna,Brown,6,18.5
727204768,Underwear,40.0,L / 40 / 12,New with tags,Prima Donna,Pink,6,19.333333333333332
727768137,Makeup,43.0,,New with tags,Filorga,,4,83.0
727241324,Underwear,40.0,L / 40 / 12,New with tags,Prima Donna,Rose,4,34.0
650927665,Jewellery,10.0,,New with tags,stainless steel,Silver,2,3.75
532672006,Swimsuit,40.0,M / 38 / 10,New with tags,Andres Sarda,Multi,5,40.0
532667166,Swimsuit,40.0,M / 38 / 10,New with tags,Andres Sarda,Purple,5,18.75
